Words,W2,W3,W4,W5,W6,W7,W8,W9,W10,W12,W14,W15,W16,W18,W20,W22,W23,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W46,W48,W49,W50,W51,W52,W54,W55,W56,W58,W60,W61,W62,W63,W64,W65,W66,W68,W69,W70,W72,W73,W74,W75,W76,W77,W78,W79,W81,W83,W84,W86,W87,W89,W90,W91,W92,W93,W94,W95,W97,W98,W99,W100,W101,W103,W105,W106,W107,W108,W109,W110,W111,W112,W113,W114,W115,W117,W119,W123,W125,W24,W59,,
L62_Nkoya,nyama,li-boko,mu-toko,li-kombombo,?,li-numo,-nene,kayoni,-huma,mu-ketha,shi-fupa ,li-bele,-hoka,?,li-kumbi,-yeka,?,-fya,ka-wa,-nwa,li-tu,-lya,li-ngi,?,li-ho,?,?,?,li-hako,"lu-mbambo, lu-",mu-njilo,?,yinshi,?,mbululuka,?,-pana,?,hanchi,huki,mu-twe ,-yunwa,mu-tima,li-shengo,?,?,?,-thiha,li-nungo,?,-limuka,li-bithi,li-wulu,li-lenda,yina,mu-lume,ngonda,ka-nwa,li-thina li-,?,mu-koshi,wu-shiku ,mu-thulu,-mo,mu-ntu,mvula,thila,mu-pishi,?,li-hekelela ,-mona,?,?,?,shikonde,?,?,wishe,?,?,?,li-manya,mu-tena,mu-shila,?,?,lu-limi,-yewe li-,mu-tondo,-bili,?,?,?,-enda,?,mema,?,mu-kathi ,?,?,,"Bastin Y, Coupez A, & Mann M (1999) Continuity and divergence in the Bantu languages: perspectives from a lexicostatistic study (Musée Royal de l’Afrique Centrale (MRAC), Annales, Série in-8°, Sciences humaines 162, Tervuren) p 225."
JD53_Shi,ɲama,kubóko,luvuu,byula,ncíngo,ndaa,-kulu,kaɲuɲi,ku-lum-a,óóbwáámba,kavúha,ibeere,kutema,mwana,-túú,a-yiʃe,ganj-a,-fa,kabwa,kuɲwa ,-túí,ku-ly-a~ku-lw-a,ííjíí,njávu,íísuu,busuu ,ku-rhóg-a,mavurha,-ʃádà ,lúúnu,muliro,een-ʃaali,nfii,-rhanu,-bádad-,ga-anii,h-a ,mpéne,éebi-daka u iidáho,luvííri,íirhwee,-ùmvi-,murhíma,-hèmbè,ɲúmpa,i-iʃali,bulaa,lahul-a ,íídwii,a-keere,maɲ-a,kási,kugúlu,budíku,-dàà,mulúme,mwezi,kanwa,íízííno,?,íígósi,budufu,i-zuulu,-guma,muntu,nkúba,njira,muzii,?,-ʃèeɲì,ku-bón-a,-rhúma,eenʃoɲi,yímb-a,luhuu,?,-dòó íiróo,omugi ? ,njóka,íítúmu,zímb-a,ííbuyee,izuuba,múcíra ,ikumi ,ba-ʃarhu,lulími ,lino ,murhi,-birhi,?,?,ku-ʃal-a,ku-génd-a,matabaaro ?,miiʃi,mpuusi,mukázi ,?,?,,Bashi Murhi-Orhakube C (2008) Réflexions préliminaires à la rédaction d'un dictionnaire mashi-français. Thèse de Doctorat (Université de Lille 3).
JD62_Rundi,iɲama,ukuboko,umuɲota,igiʃiʃwa,uburiri,inda,-nini,iɲoni,kuruma,amaraso,igufa,ibere,guhiʃa,umwana,igicu,kuza,guharura,gupfa,imbwa,kuɲwa,ugutwi,kurʸa,igi,inzovu,ijiʃo,amaso,kugwa,amavuta,ubwoya,urwara,umuriro,inkwi,ifi ,-tanu,kuguruka,-ne,guha,impere ?,isi,umuʃatsi,umutwe,kwumva,umuʃaha,ihembe,inzu,inzara,amara,kwica,ivi,imbugita,kumeɲa,ibabi,ukuguru,igitigu,inda,ingabo,ukwezi,umunwa,izina,umukondo,izosi,ijoro,izuru,-mwe,umuntu,imvura,inzira,umuzi,umwuɲu,umuseɲi,kubona,gutuma,isoni,kuririmba ?,uruhu,ijuru,amatiro,umwotsi,ingoka,iterano,kwiba,ibuye,izuba,umurizo,icumi,-tatu,ururimi,iriɲo,igiti,-biri,isobwe,igisagara,kuruka,kutambuka,urugamba,amazi,umuyaga,umugore(umukazi),urume,ikyuma,,"Nurse D & Philippson G (1975) The “Tanzanian Language Survey” 1,000-word word list was used to elicit data for 100 Eastern Bantu languages. Those data are currently being made available through the Comparative Bantu Online Dictionary project (CBOLD project)."
JD64_Shubi,iɲama,ukuboko,umuɲota,igiʃiʃwa,ubulili,inda,-nini,iɲoni,gukochora,amaraso,igufa,amabeele,guʃa,umwaana,igichu,kuza,(gu)haruula,guhweera,imbwa,kuɲwa,ugutwi,kudʸa,ihuri,inzovu,ijiʃo,mumaaso,kugwa,amavuuta,amooya,ichara,umuriro,inkwi,ifi ,gatanu,kugaruka,kane,guha,impene,ivu,umuʃatsi,umutwe,kwuumva,umutima,ihembe,inzu,inzara,amara,kwicha,ivi,umuʃo,kumeɲa,ibabi,ukuguru,igitigu,iinda,umugabo,ukweezi,umunwa,izina,umukondo,izosi,ijoro,izuuru,limwe,umuuntu,invura,inzira,umuzi,umuɲu,umuseɲi,kubona,kurungika,isoni,kuririmba,urusaato,ijuru,itiro,umwotsi,inzoka,ichumu,kwiiba,ibuye,izuuba,umuriizo,ichumi,gatatu,urulimi,igiiɲo,igiti,kabiri,inkali,itʃaaro,gutanaka,kugenda namaguru,ingwaano,amaazi,umuyaga,umugore,urume,ichuuma,,"Nurse D & Philippson G (1975) The “Tanzanian Language Survey” 1,000-word word list was used to elicit data for 100 Eastern Bantu languages. Those data are currently being made available through the Comparative Bantu Online Dictionary project (CBOLD project)."
JD65_Hangaza,iɲama,ukuboko,umuɲota,ikishishwa,ubulili,inda,kinini,iɲoni,kudya ameɲo,ishagama,igufa,amabele,kw-aka,umwana,ikichu,ingo,(ku)haluura,kupfa,imbwa,kuɲwa,ukutwi,ukudʸa,ihuli,inzovu,ijisho,mumaso,kugwa,amavuta,amoya,ichara,umurilo,inkwi,ifi ,katanu,kuguruka,bine,kutanga,impene,ivu,umushatsi,umutwe,kwumva,umutima,isanga,inzu,inzara,amara,kwicha,ivi,imbugita,kumeɲa,ibabi,ukuguru,ikitigu,inda,umugabo,ukwezi,umunwa,izina,umukondo,izosi,ijora,izuru,kimwe,umuntu,imvula,ikayira,umuzi,umuɲo,umuseɲi,kubona,kurungika,isoni,kuririmba,urusaato,ijuru,itiro,umwotsi,inzoka,ichumu,kwiiba ,ibuye,izuba,umulizo,chumi,bitatu,urulimi,idyiɲo,ikiti,-bili,inkari,icharo,kudahwa,gendagenda,ingwano,amazi,umuyaga,umugole,urume,ichuma,,"Nurse D & Philippson G (1975) The “Tanzanian Language Survey” 1,000-word word list was used to elicit data for 100 Eastern Bantu languages. Those data are currently being made available through the Comparative Bantu Online Dictionary project (CBOLD project)."
JD66_Kiha,iɲama,ukuβoko,umuɲota,ikigula,uβulili,inda,-kulu,inzeeβa,ukudy'ameɲo,amaraso,igufa,iβeele,ukwaka,umwaana,igiho,ukuuza,uguhaluula,ugupha,imbwa,ukungwa,ugutwi,ukudʸa,igi,indzovu,idyiso,iruhanga,ukugwa,amavuta,ugwoya,uruzaara,umulilo,urukwi,ifi,gatanu,ukuguruka,kane,uguha,impene,iβivu,uruzwili,umutwe,ukumva,umutima,ihembe,inzu,inzara,urusogi,ukwicha,ivi,intambi,ukumeɲa,iβaβi,ukuguru,igitiku,inda,-gaβo,ukweezi,umunwa,izina,umukondo,izosi,ijoro,izuuru,mbele,umuntu,imvura ,inzila,umuzi,umuuɲu,umusheɲi,ukuβona,ugutuma,insoni,ukulilimba,urushaato,ijuru,itiro,umwosi,inzoka,ichumu,ukwiβa,iβuye,izuuβa,umuliizo,chumi,gatatu,urulimyi,idyiiɲo,igiti,-βili,umusoβe(amasoβe),umugoongo,ukudahwa,ugutambula,ugwimo,amaazi,umwela,umugole,urume,ichuuma,,"Nurse D & Philippson G (1975) The “Tanzanian Language Survey” 1,000-word word list was used to elicit data for 100 Eastern Bantu languages. Those data are currently being made available through the Comparative Bantu Online Dictionary project (CBOLD project)."
JD67_Kivinza,iɲama,ukuβoko,umuɲota,ikigula,uβulili,inda,kinini,inseβa,ukushikula,amalaso,igufa,amaβele,ukw-aka,umwana,igiho ,ukuza,ukuβalula,ukupfa,imbwa,ukuɲwa,ukutwi,ukulʸa,igi,inzovu,ilyiso,uluhanga,ukugwa,amavuta,amoya,ulwala,umulilo,inkwi,ifi,katanu,ukusimba,kane,ukutanga,impene,iβondo,inzwili,umutwe,ukwuma,umutima,ihembe,inzu,inzala,uβushoge,ukwicha,iyungo,imbiigita,ukumaɲa,iβaβi,ulengulu,uβitiku,inda,ikigaβogaβo,ukwezi,umunwa,izina,urukoondo,ijosi,ijolo,izulu,limwe,umuntu,imvula,inzila,umuzi,umuɲu,umusenga,ukuβona,ukutuma,insoni,ukulilimba,umuβili,ijulu,itilo,umwotsi,inzoka,ichumu,ukwiβa,iβuye,izuβa,umulizo,chumi,katatu,ululimi,iliɲo,ikiti,kaβile,amasu,ihala,ukuluka,ukutambula,ululasano,amazi,imboge,umugolegole,ulume,ikyuma,,"Nurse D & Philippson G (1975) The “Tanzanian Language Survey” 1,000-word word list was used to elicit data for 100 Eastern Bantu languages. Those data are currently being made available through the Comparative Bantu Online Dictionary project (CBOLD project)."
JE11_Runyoro,eɲama,omukono,eiju ryakaʃenda,ekisusu ky'omuti,ekitanda,enda,kikoto,eɲoɲi,kuruma,esagama,eigufa,eibere,ku-ʃya,omwaana,ebicu,ija,kubara,okufa,embwa,okuɲwa,okutu,kulʸa,eihuri,enjojo,eriiso,ahamaiso,okugwa,amagita,ebyoya,enono,omuro,enku,ifi,itaano,okuguruka,ina,okuhereza,embuzi,eitaka,eisoke,omutwe,okuhurira,omutima,eihembe,enju,enjara,amara,kwita,okuju,ekiso,kumaɲa,eibabi,okuguru,ekitigu,kugayara ,ekisaija,okwezi,akanwa,ibara,omukundi,ebikya,ekiro,eɲindo,emwe,omuntu,enjura,omuhanda,omuzi,omwoɲo,omuseɲi,kurora,kwohereza,kuswara,kwesongora,omubiru,eiguru,kubyama,okuɲwa etaaba,enjoka,eicumu ,okwiba,eibale,eizooba,omukira,ikumi,isatu,orurimi,eriino,omuti,ibiri,enkari,ekyaro,okutanaka,kutambura,oburemu,amaizi,omuyaga,omukazi,ekime,obutare,,"Nurse D & Philippson G (1975) The “Tanzanian Language Survey” 1,000-word word list was used to elicit data for 100 Eastern Bantu languages. Those data are currently being made available through the Comparative Bantu Online Dictionary project (CBOLD project)."
JE12_Rutooro,ɲama,omukoono,iju,omutom…,ekitabu,enda,kugaliha,eɲoɲi,(ku)ruma,esagama,igufa,ibeere,oku-kya,omwana,ekicu,lia,kubara,kufwa,embwa,(ku)ɲwa,okutu,kulʸa,ihuli,enjojo,eriso,amaiso,kugwa,amagita,ebyoya,enono,omurro,enku,ifi,itaano,(ku)harruka,ina,(ku)ha,embuzi,itaaka,isoke,omutwe,okuhurra,omutima,amahembe,enju,enjaara,amaara,kwita,okuju,omuhyo,komaɲa,ibabi,okuguru,obune,enda,omusaija,okwezi,omunwa,ibaara,omukundi,ebikya,ekiro itumbi,eɲindo,emu,omuntu,enjura,akahanda,omuhama,ekisura,omuseɲi,(ku)rora,(ku)tuma,ensoni,kwesongora,omubiri gwomuntu,iguru,gwijagira,omwika,enjoka,icumu,okwiba,ibaale,izooba,omukira,ikumi,isatu,orulimi,eriino,omuti,ibiri,enkali,ekyaro,(ku)tanaka,(ku)rubata,obulemu,amaizi,omuyaga,omukaazi,orume,ekyoma,,"Nurse D & Philippson G (1975) The “Tanzanian Language Survey” 1,000-word word list was used to elicit data for 100 Eastern Bantu languages. Those data are currently being made available through the Comparative Bantu Online Dictionary project (CBOLD project)."
JE13_Runyankore,eɲama,omukono,eiju,ekiʃuʃu,ekitanda,enda,-hango,eɲoɲi,kuruma,eʃagama,eigufa,eibeere,kw-aka,omuto,ekicu,kwija,kubara,kufa,embwa,kuɲwa,okutu,kurʸa,eihuri,enjojo,eriiʃo,ahamaiʃo,kugwa,amajuta,ebyoya,ekyara,omuriro,enku,inswi,-taano,kuguruka,-na,kuha,mbuzi,eitaka,eiʃokye,omutwe,kuhurira,omutima,eihembe,enju,enjara,amara,kwita,okuju,omusyo,kumaɲa,eibabi,okuguru,ekine,enda,-ʃaija,okwezi,akanwa,eiziina,enkundi,ebitsya,ekiro,eɲindo,-mwe,omuntu,enjura ,omuhanda,omuzi,omwoɲo,omuʃeeɲi,kureeba,kutuma,enʃoni,kweʃongora,ekiʃuʃu,eiguru,okugwejegyera,omwika,enjoka,eicumu,kwiba,eibaare,eizooba,omukira,ikumi,-ʃatu,orurimi,eriino,omuti,-biri,enkari,ekyaro,kutanaka,kugyenda,obweme,amaizi,omuyaga,omukazi,orume,ekyoma,,"Nurse D & Philippson G (1975) The “Tanzanian Language Survey” 1,000-word word list was used to elicit data for 100 Eastern Bantu languages. Those data are currently being made available through the Comparative Bantu Online Dictionary project (CBOLD project)."
JE14_Rukiga,eɲama,omukono,kaʃenda,ekiʃuʃu,ekitanda,enda,-hango,eɲoɲi,okuruma,eʃagama,eigufa,eibere,okw-aka,omwana,ekyicu,,okubara,okufa,embwa,okuɲwa,okutu,okurʸa,eihuri,enjojo,eriiʃo,obuso,okuhanuka,amajuta,ebyoya,omuɲoma,omuriro,enku,inswi,itano,okuguruka,ina,okuha,embuzi,eitaka,eiʃokye,omutwe,okuhurira,omutima,eihembe,enju,enjara,amara,kwita,okuju,omusyo,okumaɲa,eibabi,okuguru,ekitigu,enda,-ʃaija,okwezi,akanwa,eizina,omukundi,ebisya,ekiro,eɲindo,emwe,omuntu,enjura ,omuhanda,omuzi,chemin,omuʃeɲi,okureeba,okwohereza,okuʃwara,kweʃongora,ekiʃuʃu,eiguru,eitiro,omwika,enjoka,eichumu,okwiba,eibare,eizoba,omukira,ikumi,iʃatu,orurimi,eriino,omuti,ibiri,enkari,omuruka,okutanaka,okugyenda,orugamba,amaizi,omuyaga,omukazi,ekime,obutare,,"Nurse D & Philippson G (1975) The “Tanzanian Language Survey” 1,000-word word list was used to elicit data for 100 Eastern Bantu languages. Those data are currently being made available through the Comparative Bantu Online Dictionary project (CBOLD project)."
JE15_Luganda,enɲama,mukono,vvu,?,kitanda,?,-nene,enɲoɲi,ku-luma,musaayi,ggumba,bbeele,ku-ggya,mwana,kile,ku-jja,ku-bala,ku-f(w)a,embwa,ku-ɲra,kutu,?,ggi,enjovu,luso,bweɲi,ku-gwa,mafuta,kyooya,lwala,mulilo,luku,ekyeɲanja,-taano,ku-buuka,-na,ku-wa,embuzi,ttaka,luvule,mutwe,?,mutima,ŋŋombi,nju,njala,kyenda,ku-tta,vvuvi,kiso,ku-maɲa,kikoola,ku-gulu,kibumba,?,musajja,mwezi,kamwa,linɲa,kkunda,bulago,kiro,nɲindo,-mu,omuntu,nkuba ,kkubo,mulandila,munɲo,museɲu(i ?),ku-laba,ku-weeliza,nsoɲi,ku-yimba,nkuta,gguru,(o)tulo,mukka,musota,ffumu,ku-bba,ejjinja,njuba,mukira,kkumi,-satu,lulimi,elinɲo,muti,- bili,?,kyalo,ku-sesema,ku-tambula,lutalo,mazzi,mpewo,omukazi,musulo,kyuma,,"Nurse D & Philippson G (1975) The “Tanzanian Language Survey” 1,000-word word list was used to elicit data for 100 Eastern Bantu languages. Those data are currently being made available through the Comparative Bantu Online Dictionary project (CBOLD project)."
JE16_Lusoga,eɲama,omukowo,eivu,mugaire,obuliri,enda,inene,ɲhoɲhi,oku-luma,owusaai,eigumba,amabeele,kw-okya,omwaana,ekireri,oku-kwidha,oku-bbala,oku-fa,embwa,oku-nwha,kutu,ku-lʸa ~ ku-lʸaa,eyiggi,endhovu,eliso,mumaiso,oku-gwa,amafuta,amoya,enkumu,omuliro,enku,encu,itanu,oku-guluka,ina,oku-wa,embuzi,eitaka,luviiri,omutwe,ku-wulira,mwoyo,maiga,ɲhumba,endhala,ebyenda,okwi-ta,ekivu,akaso,ku-maɲha,ikoola,omugulu,ini,nsekerere,omusadha,omwezi,omunwa,erina,omudondo,enkoto,obwire,eɲhindo,ndala,omuntu,amadhi,akagira,omozzi,muɲhu,omukyanga,ku-bona,ku-tuma,ensoni,kw-emba,olususu,ebine,kutenduka,mwosi,ziryamirye,ifumo,kwi-itsa,eibaale,endhuba,omukira,ikumi,isatu,olulumi,erino,muti,ibiri,maiɲhe,ekyalo,oku-sesema,oku-tambula,(o)lutalo,amadhi,mpewo,omukazi,omusulo,ekyuma,,"Nurse D & Philippson G (1975) The “Tanzanian Language Survey” 1,000-word word list was used to elicit data for 100 Eastern Bantu languages. Those data are currently being made available through the Comparative Bantu Online Dictionary project (CBOLD project)."
JE17_Gwere,ɲama,omukono ,ikoke,kiwujju,buliri,kidda,kinene,ɲoɲi,ku-luma,musaaye,igumba,ibere,kw-okya,mwaana,kireli,kw-izza,ku-bala,ku-ffa,mbwa,ku-ɲwa,ku-twi,ku-lʸa,iggi,nzogi,liso,maiso,ku-gwa,majuta,byooya,kyaala,musyo,nkwi,ɲaɲi,itanu,ku-buka,inna,ku-wa,mbuli,itakali,nziiri,mutwe,ku-wulira,mwoyo,izigga,ɲamba,nzala,binamukidda,kw-ita,kizwi,nsone,ku-maɲa,kikoola,kigere,inni,nsekere,numi,mweri,munwa,liina,ikondo,ikoti,bwire,nindo,mwoiza,muntu,ikende,nzira,mulandira,chumbi,museɲe,ku-wona,ku-ttuma,ku-swala,kw-emba,kikuta,igulu,ndolo,mwoosi,musotta,issimo,kw-ibba,ibbale,isaana,mukira,ikumi,isalu,lulilimi,lino,musaale,ibiri,maɲe,mutala,ku-sesema,ku-tambula ,lutalo,maizi,mpewo,mukali,lume,kyoma,,"Nurse D & Philippson G (1975) The “Tanzanian Language Survey” 1,000-word word list was used to elicit data for 100 Eastern Bantu languages. Those data are currently being made available through the Comparative Bantu Online Dictionary project (CBOLD project)."
JE21_Runyambo,eɲama,omukono,iju,ekijuju,etʃitanda,ibondo,-hango,echiɲoɲi,kuruma,obwamba,igufa,amabele,kw-aka,omwana,echichu,(kwi)ja,kubara,(ku)fa,embwa,(ku)ɲwa,okutu,kulʸa,ihuri,enjojo,eliso,obuso,kugwa,amajuta,ebyoya,enono,omuliro,enku,emfuru,itano,(ku)tunta,ina,(ku)ha,embuzi,itaka,isoke,omutwe,(ku)hulila,omwoyo,ihembe,enju,enjala,amala,kwita,echiju,omusyo,(ku)maɲa,ibabi,okuguru,ine,enda,omuseija,omwezi,omunwa,izina,omukundi,ebicha,echiro,eɲindo,emo,omuntu,enjula,omuhanda,omuzi,omwoɲo,omuseɲi,(ku)leeba,(ku)tuma,ensoni,kuboya,omubili,iguru,otulo,omwika,enjoka,ichumu,(kwi)ba,ibale,izoba,omukira,ikumi,isatu,olulimi,elino-ameino,omuti,ibili,omukojo,etʃalo,kutanaka,ku-tambuka,ebiita,ameizi,omuyaga,omukazi,orume,echoma,,"Nurse D & Philippson G (1975) The “Tanzanian Language Survey” 1,000-word word list was used to elicit data for 100 Eastern Bantu languages. Those data are currently being made available through the Comparative Bantu Online Dictionary project (CBOLD project)."
JE22_Haya,eɲamaiʃwa,mkono,eijwi,ekiʃuʃu,etʃitanda,(e)ibunda enda,-hango,ekiɲoɲi,(ku)ruma,obwamba,eigufa,omabele,(kw)-aka,omwana,ekichwi,(ku)ija,ku,(oku)fa,(e)mbwa,(ku)ɲwa,(o)kutwi,ku-lʸa,eihuli,enjoju,eliiʃo,obuso,(ku)gwa,amajuta,ebyoya,mpambo,(o)mulilo,enkwi,emfuru,itanu,(ku)halala,inai,(ku)ha,(e)mbuzi,eitaka,(e)iʃoke,(o)mutwe,(ku)hulila,omwoyo,eihembe,enju,enjala,amala,(ku)ita,okujwi,omuhyo,(ku)maɲa,ekibabi,(o)kugulu,omwiilima,enda(i),ʃaija,omwezi,omunwa,e-ibala,omukundi,(e)ngoto,ekilo,(e)ɲindo,emoi,(o)muntu,enjula,omuhanda,omuzi,mwoɲu,omuʃeɲe,(ku)bona,(ku)tuma,enʃoni,ku-hooya,omubili homme,(e)igulu,otulo,omwiika,enjoka,(e)ichumu,(ku)iba,(e)ibale,eizoba,omukila,ikumi,iʃatu,olurimi,eliino,(o)muti,-bili,enkali,ekʸalo,(ku)tabika,ku-tambuka,(e)ndaʃana,emaizi ,omuyaga,(o)mukazi,(o)rume,ekyoma,,"Nurse D & Philippson G (1975) The “Tanzanian Language Survey” 1,000-word word list was used to elicit data for 100 Eastern Bantu languages. Those data are currently being made available through the Comparative Bantu Online Dictionary project (CBOLD project)."
JE23_Zinza,eɲamaiswa,omukono,itaazi,ekibago,uβulili,eenda,muhaango,eɲoɲi,kuluma,obwaamba,igufwa,ibeele,ku-ʃa,omwana,ekiho,iiza,kubala,fwa,eembwa,kuɲwa,okutwi,kulʸa,ihuli(churi),enzozo,eliiso,obuso,kugwa,amazuta,ebyooya,echaala,omuliro,orukwi,eenfwi,itaano,kuguruka,inna,kuha,embuzi,itaka,isoke,omutwe,kuhulira,(omutima),iihembe,eenzu,enzala,amala,kwitira,ekizwi,omuʃo,kumaɲa,ekibabi,okugulu,iine,eenda,omusaiza,okwezi,omunwa,iziina,omukuundi,ebicha,ekiro,eɲiindo,emwe,omuntu,enzura,omuhanda,omuzi,omwooɲo,omuseɲi,kuleeba,kutweeka,ensoni,kwiimba,omubili ,igulu,itiro,omwiika,eenzoka,ichumu,kwiiba,ibaale,izooba,omukila,ikumi,isatu,olulimi,eliino,omuti,ibili,omukoyo,etʃaalo,kutanaka,kugeenda,ebiita,amaizi,omuyaga,omukazi,orume,echooma,,"Nurse D & Philippson G (1975) The “Tanzanian Language Survey” 1,000-word word list was used to elicit data for 100 Eastern Bantu languages. Those data are currently being made available through the Comparative Bantu Online Dictionary project (CBOLD project)."
JE24_Kerebe,enamenswa,omukono,izu,echula,obuɲamo,enda,obuhango,?,kuluma,ensagama,igufwa,amabele,kwaka,omwana,elile,kwiza,kubala,kufwa,embwa,kunwa,okutwi,kulʸa,ihuhi,ensozu,eliso,obusyo,kugwa,amazuta,amoya,oluzala,omulilo,enkwi,enfui,itanu,kuguluka,ina,kuba,embuzi,ensi,isohe,omutwe,kuhulika,omwoyo,ibembe,enzu,enzale,obula,kwita,ekizuri?,omubyo,kumaɲa,ituntu,okugutu,ini,enda,seza,okwozi,omunwa,igima,omukundi,ebicha,ekilo,enindo,imo?,omuntu,enzula,omuhenda,omuzi,omwonu,omuseni,kulola,kutuma,ensoni,kwemba,olususu,olwile,entilo,omwika,ɲoka,ichumu,kwiba,ibale,izoba,omukila,ikumi,isatu,olulimi,elino,iti,ibili,enkali,ilala,kutanaka,kulibata,obulemo,amenzi,omuyaga,omukazi,ekime,echoma,,"Nurse D & Philippson G (1975) The “Tanzanian Language Survey” 1,000-word word list was used to elicit data for 100 Eastern Bantu languages. Those data are currently being made available through the Comparative Bantu Online Dictionary project (CBOLD project)."
JE25_Jita,iɲama,okuboko,lifu,inda,obulili,inda,nene,omusango,(oku)luma,omubili,-fui,amebeele,yaka,omʷana,amele,oku-ja,(oku)bala,omwandu,imbwa,oku-ɲwa,okutʷi,kulʸa,ligi,injotu,amasiga,obusu,echitambala,amafuta,amakamba,ulujara,omuliro,jiŋʷi,iswi,etanu,oku-guruka,enna,oku-yana,imbusi,isi,orufʷili,omutʷe,oku-yungʷa,omʷoyo,liyembe,imembe,injara,obula,ita,iŋokola,imalo,(okw)iyanja,lisʸa,ingulu,liɲi,inda,tʷala,okʷesi,omunʷa,lisina,omukundi,ebica,?,omʷongo,mʷi,omunu,iŋuba,injila,omusi,omuɲu,amayaru,oku-lola,fuma,jiswalo,okw-imba,olususu,orutumba,jitilo,ingesi,injoka,licumu,okʷ-iba,libui,lisuba,omukila,ekumi,esatu,olulimi,elino,liti,ebili,amasilolo,oluguyo,tanaka,libata,obulemo,amanji,omuyaga,mugasi,mila,?,,"Nurse D & Philippson G (1975) The “Tanzanian Language Survey” 1,000-word word list was used to elicit data for 100 Eastern Bantu languages. Those data are currently being made available through the Comparative Bantu Online Dictionary project (CBOLD project)."
JE25_Kilegi,iɲama,okuboko,lifu,lisusu,obulili,inda,nene,iɲoɲi,okuluma,amaɲinga,liwa,amabele,(o)kwaka,omwana,ingulu,okwicha,okubala,okufwa,imbwa,okuɲwa,okutwi,okulʸa,liki,injofu,eliso(amaso),obusu,okukwa,amafuta,amakamba,olwala,omulilo,chiŋwi,iswi,etanu,okukuruka,ena,(okw)ana,mbusi,isi,olufwili,omutwe,okungwa,omwoyo,liyembe,iɲumba,omweko,obula,okwita,okukanda,imalo,okumeɲa,liɲasi,okukulu,liɲi,inda,omulume,okwesi,omunwa,lisina,olukundi,ebicha,ingeta,omwongo,imwi,omunu,inguba,injila,omusi,omwinu,omuseɲi,okulola,okutuma,chiswalo,okwimba,olususu,olwile,chindilo,ingesi,injoka,omukera,okwibha,libwii,lisuba,omkila,ekumi,chakasatu,olulimi(chindimi),elino,liti,-bhili,amasololo,olukuyo,okuluka,oku-libata,lilemo,amanji,omuyaka,omukasi(abakasi),olume,echuma,,"Nurse D & Philippson G (1975) The “Tanzanian Language Survey” 1,000-word word list was used to elicit data for 100 Eastern Bantu languages. Those data are currently being made available through the Comparative Bantu Online Dictionary project (CBOLD project)."
JE25_Mkwaya,ɲama,okuboko,rifu,rikanda,oburiri,inda,-nene,(s)imburu,(oku)ruma,amaɲinga,rigua,amabere,okw-aka,mwana,amere,okuja,okubara,okufwa,imbwa,(oku)ɲwa,okutwi,okulʸa,rigi,injofu,riso,obusu,okugwa,amafuta,amakamba,orukumu,omuriro,ginkwi,inswi,tano,okuburuka,inna,(oku)ana,imbusi,insi,ginfwiri,omutwe,okungwa,inkoro,riyembe,iɲumba,injara,obura,ita,iŋokora,imaro,okumeɲa,risya,okuguru,riɲi,inda,omurume,okwesi,omunwa,risina,omukundi,ebikya,ingeta,omwongo,imwi,munu,imbura,akajira,omusi,omuɲu,amayaru,okulora,kutuna,(gi)-nswaro,kuimba,rikanda,orwire,gintiro,ingesi,ekisoro,ritimu,okwiba,rigina,risuba,omukira,ekumi,esatu,olulimi,rino ,riti,-bili,amasiroro,ekisera,(oku)tanaka,okuribata,ebita,amanji,omuyaga,omugasi,orume,ekyuma,,"Nurse D & Philippson G (1975) The “Tanzanian Language Survey” 1,000-word word list was used to elicit data for 100 Eastern Bantu languages. Those data are currently being made available through the Comparative Bantu Online Dictionary project (CBOLD project)."
JE31_Lumasaaba,iɲama,kumukhono,likokhee,likhoobolo,bulili,luta,siboofu,khaɲwiɲwi,khu-luma,kamafuki,likumba,kamabeele,khu-khwoosa,umwana,lifumbii,itsa,khu-baala,khu-fwa,imbwa,khu-ɲwa,liru,khu-lʸa,liiki,inzofu,imooni,ibweeni,khu-kwa,kamafura,kamafumboo,kamatere,kumuliiro,tsiikhu,iŋeni,tsirano,khu-pamburukha,tsine,khu-waa,imbussi,khwilooba,litsune,kumurwe,khu-wulila,kumwoyo,lulwiika,intsu,inzala,kamala,khu-khwiira,mwisikamo,kumuboono,khu-maɲa,lisafu,sikele,sini,khu-kaala,umusetsa,kumwesi,kumunwa,lisiina,ikhofu,liikosi,musiloo,lilyolu,indwela,umundu,ifula,inzila,luli,kyumbi,kumuyekhe,khu-boona,khu-ruuma,tsisoni,yiimba,sikhoba homme,mwikulu,liloo,lilisi,indemu,lifumo,khu-khwiibaa,libale,iɲaanga,kumukhiinga,likhumi,tsitaru,lulimi,lilinoo,kusalaa,tsibiili,kameɲi,siisʸalo,khu-lusa,khu-kenda,lutalo,kamezi,imbewo,umukhasi,liime,sikyuma,,"Nurse D & Philippson G (1975) The “Tanzanian Language Survey” 1,000-word word list was used to elicit data for 100 Eastern Bantu languages. Those data are currently being made available through the Comparative Bantu Online Dictionary project (CBOLD project)."
